concentration,coherence,z_variance,integrity,num_clusters,largest_cluster_pct,mean_cluster_size,phi_3d,category,sentence
0.1804318977898199,0.5,0.0,0.07692307692307693,2,0.9333333333333333,7.5,0.0725810341124432,truth,Clouds are made of water droplets or ice crystals.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,Trees produce oxygen through the process of growth.
0.15269812221062368,0.25,0.0,0.06923076923076923,4,0.75,5.0,0.06273172030618929,lie,The Eiffel Tower was built by Da Vinci in Rome.
0.17979617574874204,0.3333333333333333,0.0,0.07179487179487179,3,0.8666666666666667,5.0,0.07253651844292752,lie,"DNA is made of plastic, copper, and neon light."
0.25680819949064393,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,The speed of light is ten miles per hour today.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,The heart pumps liquid silver to the human brain.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,Photosynthesis converts moonbeams into solid gold.
0.2280075047088049,0.5,0.0,0.09230769230769231,2,0.9333333333333333,7.5,0.0727145811209902,lie,"Water is made of gold, lead, and purple fire."
0.1902513895385905,0.5,0.0,0.0641025641025641,2,0.9166666666666666,6.0,0.07477331466304839,lie,The Great Wall of China was built on the moon.
0.25113952205872786,0.5,0.0,0.0641025641025641,2,0.9166666666666666,6.0,0.07477331466304839,lie,Gravity pushes objects away from the Earth's core.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,Mars is the only planet made entirely of ice.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,Mount Everest is a hollow cave under the ocean.
0.33333322222225925,1.0,0.0,0.06730769230769228,1,1.0,8.0,0.08792134539117373,lie,The Amazon River flows uphill into the Sahara.
0.25680819949064393,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,Honey spoils instantly if it touches any wood.
0.1902513895385905,0.5,0.0,0.0641025641025641,2,0.9166666666666666,6.0,0.07477331466304839,lie,The sun is a cold cube of frozen nitrogen gas.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,Humans have zero bones and are held by magnets.
0.18258969736985853,0.3333333333333333,0.0,0.06153846153846154,3,0.8,5.0,0.07244748710389619,lie,Oxygen is a liquid that humans breathe under fire.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,The Pacific Ocean is a desert with no water.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,Light is a solid brick that falls from the sky.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,Bees are robots built by the ancient Egyptians.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,Gold is a fruit that grows on oak trees.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,The brain is a muscle located in the left foot.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,Iron is a gas found only in the human lungs.
0.33333322222225925,1.0,0.0,0.06730769230769228,1,1.0,8.0,0.08792134539117373,lie,Earth orbits the moon every six hours exactly.
0.17979617574874204,0.3333333333333333,0.0,0.07179487179487179,3,0.8666666666666667,5.0,0.07253651844292752,lie,Volcanoes are portals to the center of the sun.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,Bacteria are tiny mammals with fur and tails.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,The moon is a giant balloon filled with helium.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,lie,Sound travels faster in a vacuum than in air.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,Diamonds are made of frozen tears and starlight.
0.33333322222225925,1.0,0.0,0.06730769230769228,1,1.0,8.0,0.08792134539117373,lie,The liver is located inside the human skull.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,Clouds are made of cotton candy and blue ink.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,lie,Trees grow downward into the center of the sky.
